date_vente;Id_point_de_vente;Id_produit;Quantite
26/01/2015;17;202;3
10/04/2014;20;203;5
28/04/2015;23;1;6
27/08/2015;13;2;4
04/04/2014;10;3;2
01/08/2014;25;4;3
20/05/2015;10;5;8
10/02/2016;20;6;1
10/01/2016;15;101;2
03/01/2014;16;102;3
05/10/2014;21;103;4
05/02/2015;24;104;4
20/02/2015;14;105;4
15/01/2015;16;201;5
10/06/2014;17;202;5
26/07/2015;23;203;2
28/10/2015;14;204;2
03/03/2014;18;1;1
27/07/2015;22;2;1
08/01/2014;18;3;1
08/10/2014;12;4;1
10/07/2015;24;5;3
19/08/2015;24;6;4
12/08/2014;15;101;2
09/03/2014;24;102;1
23/06/2014;22;103;1
11/12/2014;24;104;1
24/09/2014;22;105;2
04/07/2014;13;201;3
01/03/2016;15;202;5
17/05/2014;16;203;2
25/02/2016;13;204;3
04/05/2015;24;104;5
25/04/2015;22;105;6
28/06/2015;20;201;4
02/01/2014;18;202;2
08/06/2014;12;2;3
06/03/2016;24;3;8
20/04/2015;22;4;1
05/12/2015;13;4;2
01/06/2015;17;5;3
09/07/2014;25;6;4
01/06/2015;14;4;4
04/09/2014;24;2;4
27/01/2016;21;3;5
04/05/2015;24;5;5
08/02/2014;14;6;2
11/06/2015;12;2;2
31/01/2016;13;4;1
11/11/2014;16;3;1
14/12/2015;17;203;1
06/03/2014;17;204;1
21/07/2014;23;104;3
20/11/2014;10;203;4
04/10/2014;19;204;2
21/11/2015;22;104;1
29/10/2015;15;203;1
01/10/2015;10;204;1
12/04/2014;18;104;2
28/06/2015;23;203;3
16/09/2014;12;204;5
02/02/2015;17;104;2
27/01/2014;18;202;3
05/05/2014;11;203;5
23/10/2014;23;202;6
28/01/2014;25;203;4
04/05/2015;23;1;2
01/12/2015;13;2;3
08/11/2014;10;3;8
15/02/2015;20;4;1
19/10/2015;25;5;2
02/07/2014;14;6;3
01/02/2015;15;101;4
07/08/2014;21;102;4
29/04/2014;16;103;4
19/12/2015;24;104;5
12/11/2014;22;105;5
28/01/2014;16;201;2
13/07/2015;16;202;2
08/03/2016;10;203;1
02/12/2014;19;204;1
03/08/2014;21;1;1
08/01/2016;19;2;1
06/04/2015;18;3;3
04/05/2014;20;4;4
26/05/2015;12;5;2
01/05/2015;10;6;1
28/12/2014;17;101;1
05/10/2015;10;102;1
10/01/2015;18;103;2
09/05/2014;22;104;3
15/10/2015;17;105;5
10/01/2015;20;201;2
17/04/2015;22;202;3
27/01/2015;10;203;5
08/08/2015;14;204;6
19/02/2015;24;104;4
08/01/2016;22;105;2
11/12/2015;16;201;3
22/10/2015;13;202;8
07/04/2014;12;2;1
15/03/2014;19;3;2
27/03/2014;10;4;3
24/02/2015;20;4;4
28/05/2015;25;5;4
11/02/2014;23;6;4
09/06/2015;10;4;5
22/01/2014;20;2;5
15/05/2015;11;3;2
29/05/2015;21;5;2
07/07/2014;18;6;1
07/03/2014;12;2;1
18/08/2014;24;4;1
19/07/2015;22;3;1
06/03/2014;22;203;3
02/06/2015;12;204;4
18/04/2015;17;104;2
13/02/2016;15;203;1
22/07/2014;15;204;1
02/10/2015;22;104;1
12/03/2016;20;203;2
27/03/2014;19;204;3
28/09/2015;12;104;5
14/07/2015;24;203;2
16/12/2015;24;204;3
05/01/2016;21;104;5
21/10/2015;13;202;6
09/04/2014;16;203;4
13/06/2015;13;202;2
05/10/2015;12;203;3
26/04/2015;20;1;8
09/05/2015;19;2;1
22/02/2016;20;3;2
09/02/2016;18;4;3
23/01/2015;17;5;4
20/04/2015;20;6;4
21/12/2015;11;101;4
04/07/2014;25;102;5
30/05/2014;15;103;5
14/07/2015;19;104;2
01/07/2015;22;105;2
04/06/2014;20;201;1
15/01/2014;19;202;1
12/02/2015;13;203;1
21/06/2014;21;204;1
12/02/2015;21;1;3
29/12/2014;10;2;4
14/04/2014;24;3;2
04/10/2014;22;4;1
31/01/2014;13;5;1
31/08/2015;14;6;1
08/11/2015;20;101;2
12/05/2015;19;102;3
15/05/2015;16;103;5
01/10/2015;12;104;2
08/11/2014;16;105;3
24/04/2015;18;201;5
24/05/2015;19;202;6
13/08/2015;24;203;4
02/06/2014;13;204;2
05/03/2014;18;104;3
05/06/2015;22;105;8
09/06/2014;17;201;1
21/05/2014;25;202;2
13/08/2015;10;2;3
15/06/2014;10;3;4
16/06/2014;18;4;4
02/02/2014;15;4;4
03/07/2014;24;5;5
24/01/2015;22;6;5
05/11/2014;10;4;2
21/02/2016;18;2;2
07/11/2014;22;3;1
21/01/2014;24;5;1
13/10/2014;14;6;1
20/08/2015;16;2;1
30/07/2014;23;4;3
19/09/2014;11;3;4
18/02/2014;17;203;2
21/10/2014;10;204;1
10/06/2015;20;104;1
01/06/2015;15;203;1
05/02/2015;10;204;2
01/05/2015;12;104;3
01/10/2015;16;203;5
14/08/2015;12;204;2
25/05/2015;12;104;3
04/06/2014;11;203;5
31/07/2014;23;204;6
07/04/2015;11;104;4
14/01/2015;18;202;2
17/11/2015;11;203;3
29/01/2014;25;202;8
10/02/2014;23;203;1
09/07/2014;15;1;2
22/06/2014;17;2;3
04/01/2016;22;3;4
24/06/2014;24;4;4
03/04/2015;25;5;4
17/01/2016;16;6;5
16/12/2015;22;101;5
04/07/2015;17;102;2
15/09/2014;15;103;2
04/11/2015;17;104;1
25/09/2014;20;105;1
12/03/2015;15;201;1
03/05/2015;15;202;1
05/03/2015;17;203;3
07/05/2014;17;204;4
25/07/2015;20;1;2
12/12/2014;19;2;1
20/06/2015;18;3;1
12/06/2015;14;4;1
03/03/2015;15;5;2
31/08/2015;15;6;3
22/03/2015;18;101;5
03/11/2015;17;102;2
08/02/2015;20;103;3
09/01/2014;17;104;5
04/07/2014;20;105;6
08/05/2014;16;201;4
17/04/2014;18;202;2
13/06/2015;20;203;3
07/02/2014;15;204;8
31/05/2015;15;104;1
30/03/2014;20;105;2
02/09/2014;15;201;3
09/08/2015;19;202;4
02/04/2014;14;2;4
04/07/2014;15;3;4
20/08/2015;20;4;5
30/10/2014;15;4;5
10/10/2014;20;5;2
02/12/2014;16;6;2
12/06/2014;18;4;1
06/01/2014;17;2;1
30/11/2014;14;3;1
06/10/2015;14;5;1
22/12/2015;19;6;3
13/10/2015;17;2;4
15/10/2014;18;4;2
10/04/2015;14;3;1
27/07/2015;17;203;1
30/08/2015;18;204;1
17/07/2015;18;104;2
03/01/2015;19;203;3
01/08/2015;20;204;5
16/09/2015;20;104;2
17/06/2014;18;203;3
28/12/2014;20;204;5
24/05/2014;14;104;6
15/01/2014;14;203;4
29/01/2015;16;204;2
26/09/2014;19;104;3
07/07/2015;18;202;8
20/07/2015;16;203;1
28/03/2015;15;202;2
25/05/2014;17;203;3
26/12/2014;19;1;4
27/06/2015;19;2;4
16/12/2014;15;3;4
11/11/2014;19;4;5
01/02/2015;16;5;5
24/02/2015;15;6;2
21/05/2015;19;101;2
06/05/2015;15;102;1
30/08/2014;15;103;1
13/09/2015;19;104;1
28/03/2015;16;105;1
01/09/2015;15;201;3
18/08/2015;14;202;4
24/12/2015;18;203;2
05/12/2014;15;204;1
14/04/2014;18;1;1
01/03/2016;16;2;1
14/04/2014;16;3;2
31/03/2015;20;4;3
17/01/2015;20;5;5
15/08/2015;19;6;2
17/04/2015;18;101;3
01/02/2015;16;102;5
22/08/2015;14;103;6
30/01/2016;15;104;4
07/02/2015;20;105;2
26/04/2014;14;201;3
19/09/2015;20;202;8
28/10/2014;18;203;1
06/04/2014;17;204;2
07/10/2015;19;104;3
02/09/2015;14;105;4
29/11/2015;17;201;4
14/08/2015;17;202;4
28/11/2014;20;2;5
22/09/2014;18;3;5
19/06/2014;17;4;2
25/11/2014;15;4;2
23/09/2014;16;5;1
26/03/2014;17;6;1
22/08/2015;17;4;1
31/12/2015;16;2;1
01/06/2015;19;3;3
05/01/2016;16;5;4
19/11/2015;18;6;2
03/10/2014;20;2;1
01/02/2014;15;4;1
25/01/2014;17;3;1
19/05/2015;16;203;2
06/12/2014;19;204;3
02/11/2014;20;104;5
04/07/2014;16;203;2
22/02/2014;15;204;3
05/09/2015;18;104;5
02/03/2015;14;203;6
28/12/2014;16;204;4
03/09/2014;15;104;2
15/06/2014;14;203;3
05/01/2016;19;204;8
23/01/2016;14;104;1
26/12/2014;19;202;2
17/01/2014;14;203;3
11/10/2015;16;202;4
14/12/2014;14;203;4
25/09/2014;19;1;4
07/01/2014;18;2;5
17/05/2014;14;3;5
06/02/2014;18;4;2
03/07/2014;14;5;2
26/12/2015;14;6;1
21/05/2014;16;101;1
08/08/2015;14;102;1
20/09/2015;19;103;1
26/05/2014;15;104;3
13/02/2016;18;105;4
17/10/2014;15;201;2
23/07/2014;18;202;1
21/09/2015;14;203;1
09/03/2016;16;204;1
24/01/2014;16;1;2
08/06/2015;16;2;3
01/02/2016;17;3;5
01/01/2015;14;4;2
10/02/2016;18;5;3
02/03/2014;17;6;5
14/08/2015;16;101;6
17/07/2015;17;102;4
01/02/2016;14;103;2
08/12/2014;20;104;3
22/02/2014;14;105;8
10/03/2014;17;201;1
25/05/2015;17;202;2
21/07/2015;18;203;3
07/12/2015;16;204;4
08/05/2015;18;104;4
11/12/2015;17;105;4
27/10/2014;20;201;5
04/03/2014;17;202;5
25/08/2014;15;2;2
23/08/2015;20;3;2
21/03/2015;17;4;1
08/08/2014;17;4;1
07/03/2014;20;5;1
14/08/2015;18;6;1
19/01/2014;15;4;3
17/03/2014;18;2;4
18/06/2015;20;3;2
03/08/2014;17;5;1
19/11/2014;17;6;1
12/09/2015;16;2;1
23/04/2014;20;4;2
04/09/2015;19;3;3
02/11/2015;15;203;5
29/07/2014;18;204;2
11/03/2016;19;104;3
13/12/2015;20;203;5
03/07/2015;15;204;6
28/06/2014;17;104;4
20/01/2015;14;203;2
20/02/2014;18;204;3
20/02/2016;19;104;8
20/10/2014;20;203;1
05/02/2014;18;204;2
01/07/2014;17;104;3
02/02/2014;14;202;4
13/01/2015;17;203;4
03/07/2014;14;202;4
24/03/2015;19;203;5
08/03/2014;14;1;5
16/08/2015;14;2;2
27/08/2015;17;3;2
10/02/2016;17;4;1
02/09/2015;17;5;1
08/01/2014;15;6;1
27/09/2014;20;101;1
15/01/2014;16;102;3
28/11/2014;17;103;4
21/09/2015;17;104;2
10/06/2014;20;105;1
15/02/2016;19;201;1
10/01/2016;18;202;1
31/12/2014;14;203;2
06/08/2014;20;204;3
12/10/2014;18;1;5
30/06/2015;14;2;2
02/08/2014;17;3;3
13/06/2015;17;4;5
08/09/2015;19;5;6
06/05/2014;17;6;4
13/02/2014;19;101;2
20/04/2014;15;102;3
25/02/2015;15;103;8
28/11/2015;19;104;1
08/01/2014;19;105;2
05/02/2016;16;201;3
02/01/2014;14;202;4
19/12/2014;16;203;4
25/09/2015;14;204;4
02/11/2014;16;104;5
26/10/2014;18;105;5
26/05/2014;20;201;2
27/01/2014;15;202;2
15/11/2014;16;2;1
02/03/2014;18;3;1
18/04/2015;20;4;1
31/08/2014;17;4;1
20/04/2015;18;5;3
12/11/2015;19;6;4
23/09/2015;18;4;2
22/09/2015;15;2;1
31/07/2014;15;3;1
06/10/2015;19;5;1
07/06/2015;19;6;2
12/02/2016;15;2;3
01/01/2014;15;4;5
04/06/2015;17;3;2
07/02/2016;14;203;3
12/08/2015;17;204;5
08/06/2015;17;104;6
15/02/2015;18;203;4
05/05/2015;16;204;2
14/04/2015;15;104;3
15/12/2015;18;203;8
13/08/2014;16;204;1
30/10/2015;20;104;2
17/03/2014;19;203;3
23/06/2014;20;204;4
24/02/2016;18;104;4
19/12/2014;16;202;4
21/05/2015;14;203;5
04/02/2015;15;202;5
08/05/2014;15;203;2
20/02/2014;19;1;2
04/11/2014;14;2;1
13/01/2014;17;3;1
16/07/2015;17;4;1
30/05/2015;15;5;1
12/03/2014;20;6;3
28/10/2015;14;101;4
29/04/2014;14;102;2
13/01/2016;20;103;1
22/09/2014;16;104;1
19/02/2016;20;105;1
02/07/2015;16;201;2
13/03/2016;14;202;3
28/02/2015;15;203;5
02/09/2015;15;204;2
01/06/2014;16;1;3
07/04/2015;17;2;5
04/10/2014;15;3;6
20/02/2015;16;101;4
27/01/2014;15;102;2
15/02/2015;19;5;3
30/06/2015;19;6;8
03/06/2014;18;4;1
07/04/2015;15;203;2
10/04/2014;20;201;3
12/09/2014;19;5;4
05/11/2015;18;6;4
12/01/2016;15;101;4
08/08/2014;18;102;5
11/11/2015;15;103;5
19/12/2015;16;104;2
14/07/2014;19;105;2
17/06/2014;20;201;1
04/02/2015;18;202;1
13/11/2015;16;203;1
04/04/2014;17;204;1
03/10/2014;14;1;3
19/06/2014;17;2;4
05/07/2015;20;3;2
21/07/2015;17;101;1
01/03/2016;18;102;1
25/10/2015;17;5;1
31/03/2015;18;6;2
08/12/2015;17;4;3
14/06/2015;18;203;5
05/01/2016;14;201;2
28/02/2014;15;5;3
28/02/2016;15;6;5
13/02/2014;15;101;6
26/11/2015;14;102;4
13/11/2014;20;103;2
31/08/2015;18;104;3
29/01/2014;20;105;8
28/01/2014;16;201;1
14/03/2015;19;202;2
04/06/2015;20;203;3
08/03/2014;14;204;4
11/09/2014;18;1;4
01/02/2014;14;2;4
31/12/2015;20;3;5
03/04/2015;20;101;5
30/01/2014;18;102;2
31/12/2014;14;5;2
26/02/2014;18;6;1
08/07/2014;18;4;1
04/04/2014;19;203;1
03/04/2014;18;201;1
18/02/2014;15;5;3
17/11/2015;16;6;4
01/04/2014;14;101;2
26/03/2014;16;102;1
28/10/2014;16;103;1
30/05/2014;19;104;1
01/01/2014;14;105;2
05/06/2015;17;201;3
30/11/2014;14;202;5
24/05/2015;14;203;2
12/03/2016;17;204;3
19/01/2016;19;1;5
12/05/2014;18;2;6
20/02/2014;20;3;4
26/02/2016;20;101;2
27/08/2014;14;102;3
21/11/2014;18;5;8
17/02/2014;15;6;1
19/04/2014;18;4;2
16/05/2015;16;203;3
24/07/2015;16;201;4
31/10/2014;16;5;4
26/04/2015;14;6;4
20/06/2015;18;101;5
08/11/2014;20;102;5
29/04/2014;17;103;2
08/01/2016;20;104;2
06/01/2014;14;105;1
31/08/2014;20;201;1
04/10/2015;17;202;1
16/03/2014;17;203;1
07/01/2014;15;204;3
23/12/2015;16;1;4
04/06/2014;17;2;2
09/04/2014;16;3;1
24/08/2014;20;101;1
30/11/2015;15;102;1
11/10/2015;15;5;2
23/12/2014;20;6;3
12/10/2014;16;4;5
17/09/2014;15;203;2
10/09/2015;20;201;3
04/03/2015;20;5;5
19/02/2015;16;6;6
30/07/2014;19;101;4
04/08/2015;14;102;2
11/10/2015;15;103;3
21/08/2014;15;104;8
24/07/2015;15;105;1
21/01/2015;20;201;2
13/11/2015;17;202;3
05/06/2014;20;203;4
15/02/2015;15;204;4
10/01/2016;15;1;4
14/02/2014;19;2;5
10/05/2015;18;3;5
26/09/2015;17;101;2
15/05/2015;19;102;2
28/07/2014;16;5;1
21/08/2014;20;6;1
03/09/2015;16;4;1
12/02/2016;19;203;1
05/06/2014;17;201;3
01/12/2015;18;5;4
30/08/2014;17;6;2
31/12/2015;14;101;1
16/03/2014;16;102;1
14/07/2015;18;103;1
02/03/2014;19;104;2
21/12/2015;17;105;3
15/04/2014;15;201;5
15/05/2014;16;202;2
05/02/2014;16;203;3
17/10/2014;18;204;5
17/03/2015;18;1;6
01/01/2015;17;2;4
15/01/2014;17;3;2
11/06/2014;20;101;3
13/09/2014;16;102;8
01/10/2015;19;5;1
06/01/2016;18;6;2
22/06/2015;19;4;3
21/02/2014;15;203;4
09/01/2016;15;201;4
20/08/2014;19;5;4
03/01/2015;14;6;5
21/10/2015;14;101;5
17/07/2015;20;102;2
10/02/2015;19;103;2
14/02/2016;17;104;1
07/03/2016;16;105;1
19/08/2014;15;201;1
25/10/2015;14;202;1
13/01/2016;20;203;3
29/07/2015;14;204;4
07/03/2015;15;1;2
19/05/2014;20;2;1
08/09/2015;14;3;1
07/12/2014;17;101;1
08/11/2015;16;102;2
11/01/2014;18;5;3
08/11/2015;17;6;5
09/08/2015;17;4;2
17/06/2015;18;203;3
12/05/2014;19;201;5
05/02/2015;17;5;6
13/02/2015;20;6;4
18/09/2015;17;101;2
07/10/2014;18;102;3
10/03/2016;15;103;8
29/09/2015;18;104;1
12/09/2015;15;105;2
27/02/2014;16;201;3
21/02/2016;15;202;4
11/01/2014;19;203;4
24/12/2015;19;204;4
24/04/2014;15;1;5
22/09/2014;15;2;5
30/01/2014;15;3;2
19/05/2015;15;101;2
08/02/2015;14;102;1
28/08/2015;20;5;1
05/03/2014;14;6;1
04/03/2016;15;4;1
25/09/2014;16;203;3
29/09/2014;19;201;4
30/08/2014;19;5;2
19/10/2015;18;6;1
11/02/2014;20;101;1
03/03/2015;19;102;1
27/07/2014;20;103;2
09/08/2015;16;104;3
16/10/2015;18;105;5
29/01/2015;14;201;2
10/05/2015;19;202;3
20/03/2014;17;203;5
25/01/2014;20;204;6
19/08/2014;20;1;4
15/01/2015;19;2;2
15/08/2015;17;3;3
23/08/2014;15;101;8
08/01/2016;16;102;1
16/09/2015;17;5;2
18/07/2015;17;6;3
28/12/2015;17;4;4
20/10/2015;17;203;4
22/07/2014;20;201;4
24/08/2015;19;5;5
25/08/2015;20;6;5
12/02/2015;17;101;2
26/03/2014;14;102;2
09/02/2016;17;103;1
20/06/2015;18;104;1
14/05/2014;19;105;1
01/09/2015;14;201;1
17/12/2015;15;202;3
15/02/2014;15;203;4
05/05/2015;20;204;2
01/01/2015;15;1;1
15/09/2014;18;2;1
04/06/2015;14;3;1
23/09/2014;18;101;2
28/09/2015;14;102;3
12/04/2014;20;5;5
04/01/2016;16;6;2
28/10/2015;20;4;3
23/01/2014;14;203;5
13/04/2014;14;201;6
13/09/2015;18;5;4
10/05/2015;14;6;2
30/05/2014;15;101;3
31/08/2015;15;102;8
14/07/2015;17;103;1
13/12/2015;14;104;2
22/03/2014;16;105;3
13/09/2015;17;201;4
01/08/2014;17;202;4
10/02/2014;18;203;4
14/11/2014;17;204;5
22/08/2015;18;1;5
26/05/2014;19;2;2
25/05/2015;14;3;2
19/09/2014;18;101;1
21/02/2016;19;102;1
16/08/2014;15;5;1
22/04/2015;15;6;1
02/04/2014;15;4;3
08/03/2016;18;203;4
18/01/2016;14;201;2
10/07/2015;17;5;1
15/02/2015;18;6;1
03/12/2015;17;101;1
18/01/2016;15;102;2
31/10/2015;20;103;3
08/06/2015;18;104;5
20/01/2015;19;105;2
07/01/2015;17;201;3
02/09/2015;16;202;5
04/02/2016;16;203;6
22/05/2015;17;204;4
03/08/2014;17;1;2
20/12/2014;18;2;3
09/08/2015;14;3;8
24/01/2016;19;101;1
20/06/2014;20;102;2
22/01/2014;19;5;3
13/10/2015;17;6;4
16/09/2014;18;4;4
01/11/2014;17;203;4
08/12/2015;18;201;5
07/02/2015;14;5;5
03/08/2014;15;6;2
28/10/2015;15;101;2
29/07/2015;19;102;1
23/12/2015;14;103;1
09/08/2015;18;104;1
01/08/2015;14;105;1
28/01/2014;17;201;3
04/06/2014;15;202;4
08/01/2016;19;203;2
15/03/2014;16;204;1
12/04/2015;14;1;1
27/11/2014;18;2;1
12/08/2015;20;3;2
01/10/2014;15;101;3
28/11/2015;15;102;5
09/03/2015;14;5;2
27/12/2014;20;6;3
23/05/2014;17;4;5
12/08/2015;18;203;6
05/10/2014;18;201;4
27/08/2015;17;5;2
12/07/2015;16;6;3
01/02/2016;14;101;8
31/03/2015;15;102;1
04/12/2015;14;103;2
15/01/2014;19;104;3
23/04/2014;14;105;4
19/06/2015;14;201;4
12/03/2014;20;202;4
13/12/2014;20;203;5
28/07/2014;19;204;5
17/04/2014;14;1;2
31/07/2015;20;2;2
08/11/2014;15;3;1
06/09/2014;19;101;1
04/02/2015;18;102;1
31/03/2014;15;5;1
25/03/2014;15;6;3
29/08/2015;15;4;4
09/05/2014;19;203;2
08/09/2015;14;201;1
06/08/2015;17;5;1
25/10/2015;15;6;1
03/06/2014;18;101;2
26/02/2016;14;102;3
19/08/2014;18;103;5
10/02/2015;20;104;2
20/11/2014;17;105;3
30/12/2015;18;201;5
01/04/2015;20;202;6
22/11/2014;18;203;4
09/01/2015;20;204;2
03/09/2015;20;1;3
20/03/2015;20;2;8
09/01/2014;20;3;1
01/03/2015;19;101;2
13/11/2014;17;102;3
01/01/2014;16;5;4
24/03/2014;18;6;4
08/09/2014;18;4;4
26/04/2014;19;203;5
14/08/2015;14;201;5
16/11/2015;18;5;2
23/05/2015;15;6;2
18/06/2015;20;101;1
20/02/2015;17;102;1
21/10/2015;16;103;1
15/10/2014;14;104;1
20/06/2014;19;105;3
31/05/2014;14;201;4
28/02/2014;15;202;2
19/10/2015;16;203;1
20/12/2014;19;204;1
06/07/2015;17;1;1
15/04/2014;17;2;2
01/09/2015;20;3;3
12/06/2015;20;101;5
11/02/2014;14;102;2
01/03/2016;15;5;3
18/06/2015;15;6;5
04/09/2015;20;4;6
13/03/2016;17;203;4
24/11/2014;16;201;2
24/05/2015;16;5;3
08/11/2015;16;6;8
20/02/2014;19;101;1
24/12/2015;17;102;2
26/06/2014;19;103;3
26/01/2016;16;104;4
12/03/2016;20;105;4
27/07/2015;17;201;4
11/03/2014;20;202;5
01/09/2015;17;203;5
06/06/2014;15;204;2
05/08/2014;15;1;2
06/05/2014;15;2;1
12/09/2014;18;3;1
26/11/2015;14;101;1
23/10/2015;20;102;1
08/04/2014;17;5;3
07/08/2015;18;6;4
17/02/2014;20;4;2
12/04/2015;15;203;1
11/01/2015;18;201;1
16/05/2015;14;5;1
26/02/2016;17;6;2
31/10/2014;18;101;3
13/01/2015;18;102;5
25/03/2015;17;103;2
02/12/2015;20;104;3
02/01/2015;19;105;5
02/02/2015;15;201;6
12/11/2015;18;202;4
31/07/2015;20;203;2
07/12/2014;19;204;3
13/02/2016;18;1;8
03/03/2016;18;2;1
31/10/2015;18;3;2
22/10/2015;14;101;3
02/11/2015;20;102;4
30/12/2014;19;5;4
12/01/2014;15;6;4
07/04/2015;15;4;5
25/11/2015;14;203;5
15/05/2015;16;201;2
29/01/2014;15;5;2
16/05/2015;17;6;1
24/02/2016;15;101;1
20/05/2014;20;102;1
25/05/2015;14;103;1
27/06/2015;19;104;3
04/06/2014;16;105;4
08/02/2015;19;201;2
26/06/2015;16;202;1
29/01/2015;20;203;1
08/11/2015;19;204;1
25/05/2015;16;1;2
21/11/2014;20;2;3
20/04/2014;18;3;5
28/04/2015;15;101;2
23/03/2014;20;102;3
21/06/2015;14;5;5
09/04/2015;14;6;6
28/03/2015;20;4;4
02/07/2014;17;203;2
06/02/2016;19;201;3
21/06/2014;19;5;8
26/06/2014;14;6;1
07/04/2015;18;101;2
01/07/2014;14;102;3
17/01/2016;15;103;4
26/09/2015;20;104;4
01/08/2014;16;105;4
10/09/2014;15;201;5
03/10/2015;15;202;5
25/07/2015;18;203;2
01/04/2015;20;204;2
10/02/2014;17;1;1
30/07/2015;20;2;1
19/09/2014;16;3;1
10/10/2014;15;101;1
11/05/2015;19;102;3
13/07/2015;15;5;4
11/08/2015;20;6;2
15/04/2015;15;4;1
22/05/2015;15;203;1
13/03/2015;14;201;1
01/02/2016;18;5;2
19/05/2015;16;6;3
20/01/2014;18;101;5
22/10/2015;20;102;2
06/04/2015;17;103;3
27/05/2015;17;104;5
04/10/2014;15;105;6
16/04/2014;19;201;4
30/12/2014;14;202;2
09/09/2015;14;203;3
21/03/2014;14;204;8
18/01/2016;15;1;1
15/09/2015;20;2;2
04/02/2014;14;3;3
12/04/2015;14;101;4
19/03/2015;19;102;4
27/04/2014;18;5;4
20/04/2015;20;6;5
09/05/2015;17;4;5
14/01/2015;15;203;2
30/04/2014;16;201;2
08/07/2015;16;5;1
09/11/2014;19;6;1
16/12/2015;20;101;1
21/07/2015;17;102;1
27/03/2015;19;103;3
18/02/2015;19;104;4
14/10/2015;18;105;2
08/08/2015;15;201;1
24/09/2014;20;202;1
06/03/2015;16;203;1
19/07/2014;16;204;2
29/12/2015;19;1;3
29/07/2015;20;2;5
10/06/2014;18;3;2
21/06/2015;18;101;3
30/05/2015;16;102;5
24/10/2014;18;5;6
07/05/2015;19;6;4
10/01/2014;16;4;2
20/08/2014;15;203;3
08/06/2015;18;201;8
06/03/2016;20;5;1
16/01/2016;17;6;2
08/06/2015;16;101;3
24/07/2015;18;102;4
01/09/2014;18;103;4
20/07/2015;15;104;4
29/04/2015;16;105;5
10/11/2014;14;201;5
06/07/2015;15;202;2
14/06/2015;20;203;2
14/02/2014;20;204;1
08/01/2016;20;1;1
30/04/2014;20;2;1
18/03/2015;14;3;1
26/10/2015;17;101;3
08/12/2015;20;102;4
04/02/2015;14;5;2
07/03/2015;20;6;1
11/08/2015;15;4;1
21/09/2014;19;203;1
23/06/2015;19;201;2
19/03/2014;18;5;3
05/02/2015;14;6;5
14/11/2015;15;101;2
11/08/2014;16;102;3
10/02/2015;15;103;5
11/05/2015;18;104;6
17/05/2014;18;105;4
11/12/2014;14;201;2
16/04/2015;16;202;3
07/03/2014;20;203;8
18/12/2014;19;204;1
05/03/2016;14;1;2
26/10/2014;19;2;3
30/09/2015;14;3;4
25/11/2014;19;101;4
12/11/2015;14;102;4
09/10/2015;15;5;5
21/07/2014;16;6;5
17/09/2015;20;4;2
13/05/2014;16;203;2
29/06/2014;16;201;1
21/02/2016;20;5;1
19/07/2014;19;6;1
16/09/2015;15;101;1
28/10/2015;17;102;3
15/05/2015;20;103;4
20/06/2014;20;104;2
11/01/2014;15;105;1
24/09/2015;15;201;1
16/03/2015;15;202;1
25/08/2014;15;203;2
10/09/2014;14;204;3
01/08/2015;20;1;5
13/01/2016;20;2;2
03/01/2015;19;3;3
07/01/2015;17;101;5
08/01/2016;20;102;6
15/09/2014;20;5;4
09/01/2015;14;6;2
22/04/2015;20;4;3
24/06/2015;15;203;8
14/01/2014;20;201;1
03/09/2014;19;5;2
03/08/2014;20;6;3
30/07/2015;15;101;4
26/04/2015;20;102;4
09/03/2014;20;103;4
19/10/2015;15;104;5
29/12/2015;14;105;5
26/11/2014;15;201;2
01/03/2015;19;202;2
31/01/2014;18;203;1
04/02/2015;19;204;1
28/03/2014;17;1;1
03/08/2014;17;2;1
06/05/2014;15;3;3
28/06/2015;14;101;4
16/05/2015;17;102;2
24/01/2016;14;5;1
16/01/2016;20;6;1
11/03/2014;14;4;1
12/10/2014;17;203;2
14/10/2015;15;201;3
21/01/2016;18;5;5
28/03/2015;14;6;2
01/09/2014;15;101;3
18/12/2014;14;102;5
07/02/2016;16;103;6
24/03/2014;18;104;4
04/08/2015;18;105;2
02/11/2014;20;201;3
22/09/2014;14;202;8
20/04/2015;20;203;1
04/02/2014;17;204;2
05/09/2014;19;1;3
08/06/2015;18;2;4
19/08/2015;18;3;4
18/03/2015;17;101;4
03/04/2014;15;102;5
02/04/2014;14;5;5
13/10/2014;17;6;2
19/11/2015;16;4;2
27/12/2014;17;203;1
08/02/2014;19;201;1
16/05/2014;17;5;1
04/09/2014;19;6;1
04/06/2015;15;101;3
02/02/2014;14;102;4
15/08/2015;15;103;2
20/07/2015;17;104;1
19/05/2014;14;105;1
07/07/2015;17;201;1
25/08/2015;14;202;2
29/03/2014;15;203;3
21/08/2015;20;204;5
08/10/2014;20;1;2
23/01/2015;17;2;3
07/03/2014;16;3;5
14/11/2014;19;101;6
06/08/2014;20;102;4
01/02/2014;18;5;2
05/12/2014;14;6;3
02/02/2016;20;4;8
15/12/2015;20;203;1
04/04/2014;17;201;2
06/08/2015;15;5;3
13/06/2015;17;6;4
25/09/2015;17;101;4
04/08/2014;15;102;4
20/08/2015;20;103;5
08/01/2014;14;104;5
05/02/2014;17;105;2
20/01/2016;20;201;2
03/08/2015;19;202;1
21/09/2014;16;203;1
12/04/2015;14;204;1
